,Activity,Consumption,Group,Indnum,Quality_of_Life_Importance__1_10,Units,electric___off_peak_hours,electric___peak_hours,electric_water_heater___off_peak,electric_water_heater___peak_hou,gas,gas_water_heater,hybrid,jetfuel,natural_gas,solar_powered__water_heater
313,Household heating => 70F,8.0,1.0,314.0,91.0,count,,,,,,1.0,,,1.0,
314,Household heating => 70F,3.0,1.0,315.0,85.0,hours,,,,,,1.0,,,1.0,
315,Household heating => 70F,2.0,1.0,316.0,63.0,count,,,,,,,,,1.0,
316,Household heating => 70F,1.0,1.0,317.0,63.0,hours,,,,,,,,,1.0,
317,Household heating => 70F,7.0,1.0,318.0,83.0,count,,,,,,,,,1.0,
318,Household heating => 70F,8.0,1.0,319.0,81.0,hours,,,,,,,,,1.0,
319,Household heating => 70F,6.0,1.0,320.0,77.0,count,,,,,,,,,1.0,
320,Household heating => 70F,8.0,1.0,321.0,68.0,hours,,,,,,,,,1.0,
321,Household heating => 70F,9.0,1.0,322.0,63.0,count,,,1.0,,,,,,1.0,
322,Household heating => 70F,9.0,1.0,323.0,84.0,hours,,,,,,,,,1.0,
323,Household heating => 70F,8.0,1.0,324.0,85.0,count,,,,,,1.0,,,1.0,
324,Household heating => 70F,7.0,1.0,325.0,65.0,hours,,,1.0,,,1.0,,,1.0,
325,Household heating => 70F,10.0,1.0,326.0,80.0,count,,,,,,,,,1.0,
326,Household heating => 70F,2.0,1.0,327.0,89.0,hours,,,1.0,,,,,,1.0,
327,Household heating => 70F,1.0,1.0,328.0,65.0,count,,,,,,,,,1.0,
328,Household heating => 70F,10.0,1.0,329.0,74.0,hours,,,1.0,,,1.0,,,1.0,
329,Household heating => 70F,8.0,1.0,330.0,85.0,count,,,,,,,,,1.0,
330,Household heating => 70F,3.0,1.0,331.0,92.0,hours,,1.0,,,,1.0,,,1.0,
331,Household heating => 70F,6.0,1.0,332.0,75.0,count,,,,,1.0,,,,1.0,
332,Household heating => 70F,7.0,1.0,333.0,85.0,hours,,,,1.0,,,,,1.0,
333,Household heating => 70F,8.0,1.0,334.0,80.0,count,,,,,,,,,1.0,
334,Household heating => 70F,1.0,1.0,335.0,71.0,hours,,,,,,,,,1.0,
335,Household heating => 70F,4.0,1.0,336.0,86.0,count,,,,,,,,,1.0,
336,Household heating => 70F,7.0,1.0,337.0,92.0,hours,,,,,,1.0,,,1.0,
337,Household heating => 70F,6.0,1.0,338.0,63.0,count,,,,1.0,,,,,1.0,
338,Household heating => 70F,3.0,1.0,339.0,89.0,hours,,,,,,,,,1.0,
339,Household heating => 70F,9.0,1.0,340.0,93.0,count,,,1.0,,,,,,1.0,
340,Household heating => 70F,7.0,1.0,341.0,70.0,hours,,,1.0,,,,,,1.0,1.0
341,Household heating => 70F,4.0,1.0,342.0,89.0,count,,,,,,1.0,,,1.0,
342,Household heating => 70F,3.0,1.0,343.0,74.0,hours,,,,,,,,,1.0,
343,Household heating => 70F,4.0,1.0,344.0,92.0,count,,,,,,,,,1.0,
344,Household heating => 70F,7.0,1.0,345.0,61.0,hours,,,,1.0,,,,,1.0,
345,Household heating => 70F,8.0,1.0,346.0,91.0,count,,,1.0,1.0,,,,,1.0,
346,Household heating => 70F,8.0,1.0,347.0,72.0,hours,,,,,,,,,1.0,
347,Household heating => 70F,4.0,1.0,348.0,90.0,count,,,,,,,,,1.0,
348,Household heating => 70F,1.0,1.0,349.0,83.0,hours,,,,1.0,,1.0,,,1.0,
349,Household heating => 70F,5.0,1.0,350.0,81.0,count,,,,1.0,,,,,1.0,
350,Household heating => 70F,4.0,1.0,351.0,65.0,hours,,,,,,1.0,,,1.0,
351,Household heating => 70F,2.0,1.0,352.0,74.0,count,,,1.0,,,,,,1.0,
352,Household heating => 70F,6.0,1.0,353.0,63.0,hours,,,1.0,,,1.0,,,1.0,
353,Household heating => 70F,4.0,1.0,354.0,63.0,count,,,,,,,,,1.0,
354,Household heating => 70F,9.0,1.0,355.0,91.0,hours,,,,,,,,,1.0,
355,Household heating => 70F,2.0,1.0,356.0,62.0,count,,,,,1.0,,,,1.0,
356,Household heating => 70F,10.0,1.0,357.0,73.0,hours,,,,,,,,,1.0,
357,Household heating => 70F,3.0,1.0,358.0,63.0,count,,,,,,,,,1.0,
358,Household heating => 70F,4.0,1.0,359.0,68.0,hours,,,1.0,,,,,,1.0,
359,Household heating => 70F,7.0,1.0,360.0,66.0,count,,,,,,1.0,,,1.0,
360,Household heating => 70F,7.0,1.0,361.0,75.0,hours,,,,,,,,,1.0,
361,Household heating => 70F,1.0,1.0,362.0,88.0,count,,,,,,,,,1.0,
362,Household heating => 70F,8.0,1.0,363.0,72.0,hours,,,,,,,,,1.0,
363,Household heating => 70F,1.0,1.0,364.0,88.0,count,,,,,,,,,1.0,1.0
364,Household heating => 70F,2.0,1.0,365.0,67.0,hours,,,,,,,,,1.0,
365,Household heating => 70F,1.0,1.0,366.0,60.0,count,,,,,,,,,1.0,
366,Household heating => 70F,2.0,1.0,367.0,67.0,hours,,,,,,,,,1.0,
367,Household heating => 70F,6.0,1.0,368.0,71.0,count,,,,,,1.0,,,1.0,
368,Household heating => 70F,8.0,1.0,369.0,66.0,hours,,,,,,,,,1.0,1.0
369,Household heating => 70F,7.0,1.0,370.0,91.0,count,,,,,,,,,1.0,
370,Household heating => 70F,9.0,1.0,371.0,71.0,hours,,,,,,,,,1.0,
371,Household heating => 70F,4.0,1.0,372.0,66.0,count,,,,,,,,,1.0,
372,Household heating => 70F,7.0,1.0,373.0,91.0,hours,,,,,,1.0,,,1.0,
373,Household heating => 70F,7.0,1.0,374.0,92.0,count,,,,,,,,,1.0,
374,Household heating => 70F,5.0,1.0,375.0,61.0,hours,,,,,,,,,1.0,
375,Household heating => 70F,1.0,1.0,376.0,79.0,count,,,,,,,1.0,,1.0,
376,Household heating => 70F,8.0,1.0,377.0,79.0,hours,,,,,,,,,1.0,
377,Household heating => 70F,3.0,1.0,378.0,89.0,count,,,,,,,,,1.0,
378,Household heating => 70F,8.0,1.0,379.0,80.0,hours,,,,,,,,,1.0,
379,Household heating => 70F,4.0,1.0,380.0,64.0,count,,,1.0,,,,,,1.0,
380,Household heating => 70F,4.0,1.0,381.0,85.0,hours,,,,,,,,,1.0,
381,Household heating => 70F,3.0,1.0,382.0,83.0,count,,,,,,1.0,,,1.0,
382,Household heating => 70F,8.0,1.0,383.0,93.0,hours,,,,,,,,,1.0,
383,Household heating => 70F,3.0,1.0,384.0,60.0,count,,,,,,,,,1.0,
384,Household heating => 70F,3.0,1.0,385.0,61.0,hours,,,,1.0,,,,,1.0,
385,Household heating => 70F,7.0,1.0,386.0,89.0,count,,,,,,,,,1.0,
386,Household heating => 70F,8.0,1.0,387.0,76.0,hours,,,1.0,,,,,,1.0,
387,Household heating => 70F,6.0,1.0,388.0,84.0,count,,,,,,1.0,,,1.0,
388,Household heating => 70F,3.0,1.0,389.0,64.0,hours,,,,1.0,,,,,1.0,
389,Household heating => 70F,2.0,1.0,390.0,72.0,count,,,,,,,,,1.0,
390,Household heating => 70F,1.0,1.0,391.0,60.0,hours,,,,,,,,,1.0,
391,Household heating => 70F,9.0,1.0,392.0,93.0,count,,,,,,1.0,,,1.0,
392,Household heating => 70F,9.0,1.0,393.0,71.0,hours,,1.0,,,,1.0,,,1.0,
393,Household heating => 70F,5.0,1.0,394.0,73.0,count,,,1.0,,,,,,1.0,
394,Household heating => 70F,1.0,1.0,395.0,91.0,hours,,,,,,1.0,,,1.0,
395,Household heating => 70F,4.0,1.0,396.0,62.0,count,,,,,,,,,1.0,
396,Household heating => 70F,9.0,1.0,397.0,92.0,hours,,,,,,1.0,,,1.0,
397,Household heating => 70F,2.0,1.0,398.0,86.0,count,,,,1.0,,,,,1.0,
398,Household heating => 70F,5.0,1.0,399.0,91.0,hours,,,,,,,,,1.0,
399,Household heating => 70F,2.0,1.0,400.0,90.0,count,,,,,,,,,1.0,
400,Household heating => 70F,1.0,1.0,401.0,92.0,hours,,,,1.0,,,,,1.0,
401,Household heating => 70F,9.0,1.0,402.0,65.0,count,,,,1.0,,1.0,,,1.0,
402,Household heating => 70F,4.0,1.0,403.0,64.0,hours,,,,,,,,,1.0,
403,Household heating => 70F,1.0,1.0,404.0,76.0,count,,,,,,,,,1.0,
404,Household heating => 70F,6.0,1.0,405.0,64.0,hours,,1.0,,,,,,,1.0,
405,Household heating => 70F,4.0,1.0,406.0,80.0,count,,,,,,,,,1.0,
406,Household heating => 70F,2.0,1.0,407.0,88.0,hours,,,,1.0,,1.0,,,1.0,
407,Household heating => 70F,3.0,1.0,408.0,85.0,count,,,,,,,,,1.0,
408,Household heating => 70F,7.0,1.0,409.0,80.0,hours,,,,,,,,,1.0,
409,Household heating => 70F,9.0,1.0,410.0,85.0,count,,,1.0,,,,,,1.0,
410,Household heating => 70F,10.0,1.0,411.0,88.0,hours,,,,,,,,,1.0,
411,Household heating => 70F,10.0,1.0,412.0,79.0,count,,,1.0,,1.0,,,,1.0,
412,Household heating => 70F,8.0,1.0,413.0,76.0,hours,,,1.0,,,,,,1.0,
413,Household heating => 70F,3.0,1.0,414.0,83.0,count,,,,,,,,,1.0,
414,Household heating => 70F,2.0,1.0,415.0,78.0,hours,,,,1.0,,,,,1.0,
415,Household heating => 70F,9.0,1.0,416.0,75.0,count,,,,1.0,,,,,1.0,
416,Household heating => 70F,10.0,1.0,417.0,65.0,hours,,,,1.0,,,,,1.0,
417,Household heating => 70F,2.0,1.0,418.0,82.0,count,,,1.0,,,,,,1.0,
418,Household heating => 70F,6.0,1.0,419.0,90.0,hours,,,,,,,,,1.0,
419,Household heating => 70F,4.0,1.0,420.0,68.0,count,,,,,,,,,1.0,
420,Household heating => 70F,7.0,1.0,421.0,68.0,hours,,,,1.0,,,,,1.0,
421,Household heating => 70F,9.0,1.0,422.0,63.0,count,,,,,,,,,1.0,
422,Household heating => 70F,3.0,1.0,423.0,75.0,hours,,,,,,,,,1.0,
423,Household heating => 70F,6.0,1.0,424.0,73.0,count,,,,,,,,,1.0,
424,Household heating => 70F,10.0,1.0,425.0,91.0,hours,,,,,,,,,1.0,
425,Household heating => 70F,10.0,1.0,426.0,74.0,count,,,1.0,1.0,,,,,1.0,
426,Household heating => 70F,5.0,1.0,427.0,60.0,hours,,,,,,,,,1.0,
427,Household heating => 70F,1.0,1.0,428.0,86.0,count,,,1.0,,,,,,1.0,
428,Household heating => 70F,5.0,1.0,429.0,79.0,hours,,,,,,,,,1.0,
429,Household heating => 70F,3.0,1.0,430.0,83.0,count,,,,,,,,,1.0,
430,Household heating => 70F,7.0,1.0,431.0,80.0,hours,,,,,,,,,1.0,
431,Household heating => 70F,1.0,1.0,432.0,64.0,count,,,,,,,,,1.0,
432,Household heating => 70F,2.0,1.0,433.0,67.0,hours,,,,,,,,,1.0,
433,Household heating => 70F,5.0,1.0,434.0,82.0,count,,,,,,,,,1.0,
434,Household heating => 70F,2.0,1.0,435.0,71.0,hours,,,,,,,,,1.0,
435,Household heating => 70F,8.0,1.0,436.0,71.0,count,,,,,,,,,1.0,
436,Household heating => 70F,8.0,1.0,437.0,68.0,hours,,,,,,,,,1.0,
437,Household heating => 70F,1.0,1.0,438.0,68.0,count,,1.0,,,,,,,1.0,
438,Household heating => 70F,6.0,1.0,439.0,64.0,hours,,,,,,,,,1.0,
439,Household heating => 70F,3.0,1.0,440.0,75.0,count,,,1.0,1.0,,,,,1.0,
440,Household heating => 70F,9.0,1.0,441.0,84.0,hours,,,,,,,,,1.0,1.0
441,Household heating => 70F,9.0,1.0,442.0,77.0,count,,,,,,,,,1.0,
442,Household heating => 70F,9.0,1.0,443.0,84.0,hours,,,,,,,,,1.0,
443,Household heating => 70F,7.0,1.0,444.0,70.0,count,,,,1.0,,,,,1.0,
444,Household heating => 70F,7.0,1.0,445.0,66.0,hours,,,1.0,,,,,,1.0,
445,Household heating => 70F,9.0,1.0,446.0,64.0,count,,1.0,,,,,,,1.0,
446,Household heating => 70F,4.0,1.0,447.0,63.0,hours,,,,,,,,,1.0,
447,Household heating => 70F,1.0,1.0,448.0,84.0,count,,,,,,,,,1.0,
448,Household heating => 70F,5.0,1.0,449.0,78.0,hours,,,,,,,,,1.0,
449,Household heating => 70F,9.0,1.0,450.0,80.0,count,,,1.0,,,,,,1.0,
450,Household heating => 70F,7.0,1.0,451.0,89.0,hours,,,,,,,,,1.0,
451,Household heating => 70F,9.0,1.0,452.0,87.0,count,,,,1.0,,,,,1.0,
452,Household heating => 70F,8.0,1.0,453.0,89.0,hours,,,,,,,,,1.0,
453,Household heating => 70F,8.0,1.0,454.0,70.0,count,,,,,,1.0,,,1.0,
454,Household heating => 70F,3.0,1.0,455.0,60.0,hours,,,,,,,,,1.0,
455,Household heating => 70F,8.0,1.0,456.0,90.0,count,,,,,,,,,1.0,
456,Household heating => 70F,4.0,1.0,457.0,79.0,hours,,,,,,,,,1.0,
457,Household heating => 70F,8.0,1.0,458.0,65.0,count,,,1.0,,,,,,1.0,
458,Household heating => 70F,1.0,1.0,459.0,65.0,hours,,,,,,,,,1.0,
459,Household heating => 70F,4.0,1.0,460.0,62.0,count,,,,,,,,,1.0,
460,Household heating => 70F,6.0,1.0,461.0,68.0,hours,,,,,,,,,1.0,1.0
461,Household heating => 70F,8.0,1.0,462.0,81.0,count,,,,,,,,,1.0,
462,Household heating => 70F,7.0,1.0,463.0,73.0,hours,,,,,,1.0,,,1.0,
463,Household heating => 70F,9.0,1.0,464.0,76.0,count,,,,1.0,,,,,1.0,
464,Household heating => 70F,5.0,1.0,465.0,78.0,hours,,,,,,,,,1.0,
465,Household heating => 70F,8.0,1.0,466.0,74.0,count,,,,,,1.0,,,1.0,
466,Household heating => 70F,8.0,1.0,467.0,77.0,hours,,,,,,1.0,,,1.0,
467,Household heating => 70F,6.0,1.0,468.0,90.0,count,,,,,,,,,1.0,
468,Household heating => 70F,4.0,1.0,469.0,60.0,hours,,,1.0,,,,,,1.0,
469,Household heating => 70F,9.0,1.0,470.0,72.0,count,,,,1.0,,,,,1.0,
470,Household heating => 70F,1.0,1.0,471.0,85.0,hours,,,,,,1.0,,,1.0,
471,Household heating => 70F,2.0,1.0,472.0,91.0,count,,,,,,,,,1.0,1.0
472,Household heating => 70F,2.0,1.0,473.0,63.0,hours,,,,,,,,,1.0,
473,Household heating => 70F,8.0,1.0,474.0,64.0,count,,,,,,,,,1.0,
474,Household heating => 70F,1.0,1.0,475.0,70.0,hours,,,,,,1.0,,,1.0,
475,Household heating => 70F,2.0,1.0,476.0,85.0,count,,,1.0,1.0,,,,,1.0,
476,Household heating => 70F,8.0,1.0,477.0,92.0,hours,,,,1.0,,,,,1.0,
477,Household heating => 70F,7.0,1.0,478.0,81.0,count,,,1.0,,,,,,1.0,
478,Household heating => 70F,2.0,1.0,479.0,64.0,hours,,,,,,,,,1.0,
479,Household heating => 70F,4.0,1.0,480.0,60.0,count,,,,,,,,,1.0,
480,Household heating => 70F,8.0,1.0,481.0,64.0,hours,,,,,,,,,1.0,
481,Household heating => 70F,10.0,1.0,482.0,69.0,count,,,,,,,,,1.0,
482,Household heating => 70F,9.0,1.0,483.0,81.0,hours,,,,,,,,,1.0,
483,Household heating => 70F,5.0,1.0,484.0,92.0,count,,,,,,,,,1.0,
484,Household heating => 70F,5.0,1.0,485.0,60.0,hours,,,,,,,,,1.0,1.0
485,Household heating => 70F,5.0,1.0,486.0,79.0,count,,,,,,,,,1.0,
486,Household heating => 70F,7.0,1.0,487.0,63.0,hours,,,,1.0,,,,,1.0,
487,Household heating => 70F,6.0,1.0,488.0,60.0,count,,,,,,,,,1.0,
488,Household heating => 70F,3.0,1.0,489.0,60.0,hours,,,,,,,,,1.0,
489,Household heating => 70F,4.0,1.0,490.0,70.0,count,,,,,,,,,1.0,
490,Household heating => 70F,6.0,1.0,491.0,88.0,hours,,,,,,,,,1.0,
491,Household heating => 70F,2.0,1.0,492.0,67.0,count,,,,,,1.0,,,1.0,
492,Household heating => 70F,9.0,1.0,493.0,93.0,hours,,,,,,1.0,,,1.0,
493,Household heating => 70F,1.0,1.0,494.0,80.0,count,,,,,,1.0,,,1.0,
494,Household heating => 70F,8.0,1.0,495.0,69.0,hours,,,,,,,,,1.0,
495,Household heating => 70F,5.0,1.0,496.0,89.0,count,,,,,,,,,1.0,
496,Household heating => 70F,5.0,1.0,497.0,88.0,hours,,,,,,,,,1.0,
497,Household heating => 70F,8.0,1.0,498.0,81.0,count,,,,,,,,,1.0,
498,Household heating => 70F,2.0,1.0,499.0,78.0,hours,,,,1.0,,,,,1.0,
499,Household heating => 70F,6.0,1.0,500.0,93.0,count,,,,,,,,,1.0,
500,Household heating => 70F,4.0,1.0,501.0,74.0,hours,,,,,,,,,1.0,
501,Household heating => 70F,9.0,1.0,502.0,67.0,count,,,,,,,,,1.0,
502,Household heating => 70F,8.0,1.0,503.0,75.0,hours,,,1.0,,,1.0,,,1.0,
503,Household heating => 70F,10.0,1.0,504.0,89.0,count,,,1.0,,,,,,1.0,
504,Household heating => 70F,8.0,1.0,505.0,64.0,hours,,,,,,,,,1.0,
505,Household heating => 70F,1.0,1.0,506.0,81.0,count,,,1.0,,,,,,1.0,
506,Household heating => 70F,4.0,1.0,507.0,72.0,hours,,,1.0,,,,,,1.0,
507,Household heating => 70F,5.0,1.0,508.0,85.0,count,,,,,1.0,1.0,,,1.0,
508,Household heating => 70F,5.0,1.0,509.0,61.0,hours,,,,,,,,,1.0,
509,Household heating => 70F,6.0,1.0,510.0,72.0,count,,,,,,1.0,,,1.0,
510,Household heating => 70F,4.0,1.0,511.0,67.0,hours,,,,,,,,,1.0,
511,Household heating => 70F,9.0,1.0,512.0,88.0,count,,,,,,,,,1.0,
512,Household heating => 70F,7.0,1.0,513.0,63.0,hours,,,,,,,,,1.0,
513,Household heating => 70F,6.0,1.0,514.0,64.0,count,,,,1.0,,1.0,,,1.0,
514,Household heating => 70F,9.0,1.0,515.0,90.0,hours,,,1.0,,,,,,1.0,
515,Household heating => 70F,3.0,1.0,516.0,80.0,count,,,1.0,,,,,,1.0,
516,Household heating => 70F,10.0,1.0,517.0,75.0,hours,,,,,,,,,1.0,
517,Household heating => 70F,5.0,1.0,518.0,71.0,count,,,,,,,,,1.0,
518,Household heating => 70F,2.0,1.0,519.0,68.0,hours,,,,,,,,,1.0,
519,Household heating => 70F,5.0,1.0,520.0,82.0,count,,,,,,,1.0,,1.0,
520,Household heating => 70F,2.0,1.0,521.0,66.0,hours,,,,,,,,,1.0,
521,Household heating => 70F,7.0,1.0,522.0,89.0,count,,,,,,,,,1.0,
522,Household heating => 70F,10.0,1.0,523.0,81.0,hours,,,1.0,,,,,,1.0,
523,Household heating => 70F,6.0,1.0,524.0,89.0,count,,,,,,,,,1.0,
524,Household heating => 70F,10.0,1.0,525.0,81.0,hours,,,,,,,,,1.0,
525,Household heating => 70F,8.0,1.0,526.0,70.0,count,,,1.0,,,,,,1.0,
526,Household heating => 70F,8.0,1.0,527.0,81.0,hours,,,,,,,,,1.0,
527,Household heating => 70F,6.0,1.0,528.0,91.0,count,,,,,,,,,1.0,
528,Household heating => 70F,7.0,1.0,529.0,79.0,hours,,,,,,,,,1.0,
529,Household heating => 70F,8.0,1.0,530.0,70.0,count,,,,,,,,,1.0,
530,Household heating => 70F,1.0,1.0,531.0,79.0,hours,,,,1.0,1.0,,,,1.0,
531,Household heating => 70F,4.0,1.0,532.0,68.0,count,,,,,1.0,,,,1.0,
532,Household heating => 70F,1.0,1.0,533.0,66.0,hours,,,1.0,,,1.0,,,1.0,
533,Household heating => 70F,9.0,1.0,534.0,65.0,count,,,,,,,,,1.0,
534,Household heating => 70F,9.0,1.0,535.0,69.0,hours,,,,,,,,,1.0,
535,Household heating => 70F,9.0,1.0,536.0,77.0,count,,,,1.0,,,,,1.0,
536,Household heating => 70F,3.0,1.0,537.0,69.0,hours,,,1.0,,,1.0,,,1.0,
537,Household heating => 70F,6.0,1.0,538.0,92.0,count,,,1.0,,,1.0,,,1.0,
538,Household heating => 70F,5.0,1.0,539.0,71.0,hours,,,,,,1.0,,,1.0,
539,Household heating => 70F,3.0,1.0,540.0,93.0,count,,,,1.0,,,,,1.0,
540,Household heating => 70F,9.0,1.0,541.0,69.0,hours,,,,,,,,,1.0,
541,Household heating => 70F,4.0,1.0,542.0,91.0,count,,,,,,,,,1.0,
542,Household heating => 70F,9.0,1.0,543.0,85.0,hours,,,,,,1.0,,,1.0,
543,Household heating => 70F,4.0,1.0,544.0,91.0,count,,,,,,1.0,,,1.0,
544,Household heating => 70F,10.0,1.0,545.0,75.0,hours,,,,,,1.0,,,1.0,
545,Household heating => 70F,3.0,1.0,546.0,60.0,count,,,1.0,,,,,,1.0,
546,Household heating => 70F,6.0,1.0,547.0,67.0,hours,,1.0,,,,,,,1.0,
547,Household heating => 70F,10.0,1.0,548.0,66.0,count,,,,,,,,,1.0,
548,Household heating => 70F,3.0,1.0,549.0,90.0,hours,,1.0,,,,,1.0,,1.0,
549,Household heating => 70F,3.0,1.0,550.0,75.0,count,,,,,,,,,1.0,
550,Household heating => 70F,9.0,1.0,551.0,62.0,hours,,1.0,,,,1.0,,,1.0,
551,Household heating => 70F,5.0,1.0,552.0,60.0,count,,,,1.0,,,,,1.0,
552,Household heating => 70F,2.0,1.0,553.0,91.0,hours,,,,,,,,,1.0,
553,Household heating => 70F,1.0,1.0,554.0,82.0,count,,,,,,,,,1.0,
554,Household heating => 70F,9.0,1.0,555.0,60.0,hours,,,,,,1.0,,,1.0,
555,Household heating => 70F,1.0,1.0,556.0,80.0,count,,,,,,1.0,,,1.0,1.0
556,Household heating => 70F,5.0,1.0,557.0,68.0,hours,,,,,,,,,1.0,
557,Household heating => 70F,2.0,1.0,558.0,73.0,count,,,,,,,,,1.0,
558,Household heating => 70F,5.0,1.0,559.0,89.0,hours,,,,,,,,,1.0,
559,Household heating => 70F,10.0,1.0,560.0,67.0,count,,,1.0,1.0,,,,,1.0,
560,Household heating => 70F,1.0,1.0,561.0,87.0,hours,,,1.0,,,,,,1.0,
561,Household heating => 70F,1.0,1.0,562.0,66.0,count,,,,,,,,,1.0,
562,Household heating => 70F,7.0,1.0,563.0,61.0,hours,,,,,,,,,1.0,
563,Household heating => 70F,6.0,1.0,564.0,81.0,count,,,,1.0,,,,,1.0,
564,Household heating => 70F,3.0,1.0,565.0,80.0,hours,,,,,,,,,1.0,
565,Household heating => 70F,1.0,1.0,566.0,84.0,count,,,,,,,,,1.0,
566,Household heating => 70F,3.0,1.0,567.0,93.0,hours,,,,,,,,,1.0,1.0
567,Household heating => 70F,8.0,1.0,568.0,86.0,count,,,,,,,,,1.0,
568,Household heating => 70F,1.0,1.0,569.0,75.0,hours,,,,,,,,,1.0,
569,Household heating => 70F,2.0,1.0,570.0,62.0,count,,,,1.0,,,,,1.0,
570,Household heating => 70F,6.0,1.0,571.0,85.0,hours,,,,1.0,,,,,1.0,
571,Household heating => 70F,5.0,1.0,572.0,92.0,count,,,,,,1.0,,,1.0,
572,Household heating => 70F,5.0,1.0,573.0,90.0,hours,,,,,,,,,1.0,
573,Household heating => 70F,9.0,1.0,574.0,85.0,count,,,,,,,,,1.0,
574,Household heating => 70F,7.0,1.0,575.0,88.0,hours,,,,,,,,,1.0,
575,Household heating => 70F,6.0,1.0,576.0,64.0,count,,,,,,,,,1.0,
576,Household heating => 70F,8.0,1.0,577.0,65.0,hours,,,,,,,,,1.0,
577,Household heating => 70F,8.0,1.0,578.0,86.0,count,,,,,,,,,1.0,
578,Household heating => 70F,1.0,1.0,579.0,75.0,hours,,,,,,1.0,,,1.0,
579,Household heating => 70F,8.0,1.0,580.0,90.0,count,,,,,,,,,1.0,
580,Household heating => 70F,8.0,1.0,581.0,82.0,hours,,,1.0,1.0,,,,,1.0,
581,Household heating => 70F,4.0,1.0,582.0,85.0,count,,1.0,,,,,,,1.0,
582,Household heating => 70F,6.0,1.0,583.0,89.0,hours,,,,,1.0,,,,1.0,
583,Household heating => 70F,5.0,1.0,584.0,74.0,count,,,1.0,,,,,,1.0,
584,Household heating => 70F,7.0,1.0,585.0,83.0,hours,,,,,,,,,1.0,
585,Household heating => 70F,9.0,1.0,586.0,84.0,count,,,,,,,,,1.0,
586,Household heating => 70F,9.0,1.0,587.0,76.0,hours,,,,,,,,,1.0,
587,Household heating => 70F,5.0,1.0,588.0,90.0,count,,,1.0,,,1.0,,,1.0,
588,Household heating => 70F,8.0,1.0,589.0,68.0,hours,,,,,,1.0,,,1.0,
589,Household heating => 70F,7.0,1.0,590.0,91.0,count,,,,1.0,,,,,1.0,
590,Household heating => 70F,9.0,1.0,591.0,82.0,hours,,,,,,,,,1.0,
591,Household heating => 70F,7.0,1.0,592.0,62.0,count,,,,,,,,,1.0,
592,Household heating => 70F,6.0,1.0,593.0,70.0,hours,,,,,,,,,1.0,
593,Household heating => 70F,1.0,1.0,594.0,76.0,count,,,,,,,,,1.0,
594,Household heating => 70F,2.0,1.0,595.0,67.0,hours,,,,,,,,,1.0,
595,Household heating => 70F,7.0,1.0,596.0,64.0,count,,,,1.0,,,,,1.0,
596,Household heating => 70F,4.0,1.0,597.0,60.0,hours,,,,,,,,,1.0,
597,Household heating => 70F,5.0,1.0,598.0,61.0,count,,,,,,,,,1.0,
598,Household heating => 70F,3.0,1.0,599.0,78.0,hours,,,,,1.0,,,,1.0,
599,Household heating => 70F,8.0,1.0,600.0,61.0,count,,1.0,,,,,,,1.0,
600,Household heating => 70F,10.0,1.0,601.0,78.0,hours,,,,,,,,,1.0,
601,Household heating => 70F,1.0,1.0,602.0,79.0,count,,,,,,,,,1.0,
602,Household heating => 70F,9.0,1.0,603.0,79.0,hours,,,,,,,,,1.0,
603,Household heating => 70F,6.0,1.0,604.0,64.0,count,,,,,,,,,1.0,
604,Household heating => 70F,2.0,1.0,605.0,71.0,hours,,,,,,,,,1.0,
605,Household heating => 70F,10.0,1.0,606.0,76.0,count,,,,,,,,,1.0,
606,Household heating => 70F,9.0,1.0,607.0,73.0,hours,,,,,,,,,1.0,1.0
607,Household heating => 70F,1.0,1.0,608.0,81.0,count,,,,,,,,,1.0,
608,Household heating => 70F,9.0,1.0,609.0,65.0,hours,,,,,,,,,1.0,
609,Household heating => 70F,4.0,1.0,610.0,87.0,count,,,,1.0,,1.0,,,1.0,
610,Household heating => 70F,8.0,1.0,611.0,71.0,hours,,,,,,,,,1.0,
611,Household heating => 70F,4.0,1.0,612.0,83.0,count,,,,,,,,,1.0,
612,Household heating => 70F,7.0,1.0,613.0,90.0,hours,,,,1.0,,,,,1.0,
613,Household heating => 70F,5.0,1.0,614.0,63.0,count,,,,,,1.0,,,1.0,
614,Household heating => 70F,6.0,1.0,615.0,68.0,hours,,,,,,,,,1.0,
615,Household heating => 70F,2.0,1.0,616.0,92.0,count,,,1.0,,,,,,1.0,
616,Household heating => 70F,9.0,1.0,617.0,78.0,hours,,,,,,,,,1.0,1.0
617,Household heating => 70F,9.0,1.0,618.0,65.0,count,,,,,,,,,1.0,
618,Household heating => 70F,8.0,1.0,619.0,87.0,hours,,,,,,,,,1.0,
619,Household heating => 70F,4.0,1.0,620.0,72.0,count,,,,,,,,,1.0,
620,Household heating => 70F,7.0,1.0,621.0,77.0,hours,,,,,,,,,1.0,
621,Household heating => 70F,1.0,1.0,622.0,89.0,count,,,,,,1.0,,,1.0,
622,Household heating => 70F,5.0,1.0,623.0,63.0,hours,,,,1.0,,,,,1.0,
623,Household heating => 70F,1.0,1.0,624.0,92.0,count,,,1.0,,,,,,1.0,
624,Household heating => 70F,3.0,1.0,625.0,69.0,hours,,,,,,,,,1.0,1.0
625,Household heating => 70F,7.0,1.0,626.0,69.0,count,,,1.0,,,,,,1.0,
626,Household heating => 70F,1.0,1.0,627.0,86.0,hours,,,1.0,,,,,,1.0,
